id,overall_status,study_type,phase,sponsors,sponsors_class,start_date,completion_date,primary_completion_date,primary_purpose,enrollment,condition,location_countries,gender,age,intervention,primary_outcome,title
NCT04677842,"Active, not recruiting",Observational [Patient Registry],,PENTA Foundation,Other,1-Jan-13,1-Jan-25,11-Nov-20,COHORT,10000,HIV INFECTIONS,,ALL,up to 17 Years   (Child),ART THERAPY,CD4 COUNT IN ADULTHOOD OF YOUNG PEOPLE WITH HIV ASSESSED USING ROUTINE CLINICAL DATA,European Pregnancy and Paediatric Infections Cohort Collaboration (EPPICC): Paediatric Protocol
NCT04678024,Enrolling by invitation,Observational,,Istituto Ortopedico Galeazzi,Other,18-Nov-20,21-Nov-21,21-Aug-21,COHORT,410,COVID,ITALY,ALL,"Child, Adult, Older Adult",,SENSITIVITY,Multicentric Sensitivity Assessment of Antibody Diagnostic Tests Developed for Diagnosis of SARS-CoV2 Infection
NCT04678193,Enrolling by invitation,Observational [Patient Registry],,"Aventyn, Inc.",Industry,24-Dec-20,30-Jun-22,30-Jun-21,COHORT,27000,COVID,INDIA,ALL,"18 Years and older   (Adult, Older Adult)",COROMEC REGISTRY WITH ECL-19,PREDICTORS OF POST COVID-19 COMPLICATIONS AND PREDICTORS OF HOSPITALIZATION,COVID-19 Risk Assessment Hospitalization Outcomes Epidemiology Efficacy
NCT04678687,"Active, not recruiting",Interventional,Not Applicable,Dokuz Eylul University,Other,1-Jan-21,1-Jan-22,1-Jun-21,DIAGNOSTIC,10,COVID,TURKEY,ALL,"18 Years and older   (Adult, Older Adult)","LIVER, LUNG, HEART AND KIDNEY BIOPSY",THE LEVEL OF HISTOPATHOLOGICAL CHANGES,Evaluation of Postmortem Biopsy Specimens of COVID-19 Cases
NCT04678700,Recruiting,Interventional,Not Applicable,European University of Madrid,Other,1-Mar-21,1-Aug-21,1-Jun-21,TREATMENT,40,COVID- CORONAVIRUS- SARS-COV2,SPAIN,ALL,"18 Years to 70 Years   (Adult, Older Adult)",CHEST PHYSIOTHERAPY POST-COVID19,EUROQOL-5D EUROPEAN QUALITY OF LIFE-5 DIMENSIONS,Implementation of a Respiratory Physiotherapy Program in Post COVID-19 Patients Through Tele-assistance
NCT04678739,Recruiting,Interventional,Phase 3,M Abdur Rahim Medical College and Hospital,Other,15-Aug-20,28-Feb-21,30-Jan-21,TREATMENT,150,COVID,BANGLADESH,ALL,"16 Years to 80 Years   (Child, Adult, Older Adult)",REMDESIVIR,TIME TO CLINICAL IMPROVEMENT (TTCI),Efficacy and Safety of Remdesivir and Tociluzumab for the Management of Severe COVID-19: A Randomized Controlled Trial
NCT04678778,Recruiting,Interventional,Not Applicable,University of Southern California,Other,19-Mar-19,17-Feb-21,17-Feb-21,OTHER,11,HEALTHY AGING,UNITED STATES,ALL,"50 Years to 85 Years   (Adult, Older Adult)",PHYSICAL AND COGNITIVE ACTIVITY,MAGNETIC RESONANCE IMAGE (MRI) BRAIN SCAN OF HIPPOCAMPAL VOLUME (CUBIC MM),Targeted Physical and Cognitive Activity in a VR Environment - COVID-19 Protocol
NCT04678830,Not yet recruiting,Interventional,Phase 2,"CytoDyn, Inc.",Industry,21-Jan-21,23-Jul-21,23-Jun-21,TREATMENT,102,CORONAVIRUS DISEASE 2019,,ALL,"18 Years and older   (Adult, Older Adult)",PLACEBOS,CHANGE FROM BASELINE IN FATIGUE SEVERITY SCORE AT DAY 28,"A Phase 2, Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Leronlimab in Patients Experiencing Prolonged Coronavirus Disease 2019 (COVID-19) Symptoms [Long-Haulers]"
NCT04678843,Not yet recruiting,Interventional,Early Phase 1,Jennifer Couturier,Other,21-Jan-21,21-Dec-21,21-Oct-21,TREATMENT,36,ANOREXIA NERVOSA,,ALL,"10 Years to 18 Years   (Child, Adult)",VIRTUAL FAMILY-BASED TREATMENT,KEY COMPONENTS OF FBT,Adapting and Adopting Highly Specialized Pediatric Eating Disorder Treatment to Virtual Care: Implementation Research for the COVID-19 Context and Beyond
NCT04679168,Recruiting,Observational [Patient Registry],,Seoul National University Hospital,Other,1-Jun-20,31-Dec-21,31-Dec-21,COHORT,310,COVID,"KOREA, REPUBLIC OF",ALL,"19 Years and older   (Adult, Older Adult)",,IDENTIFICATION OF ENVIRONMENTAL HAZARD EXPOSURE LEVELS AND INFLUENCING FACTORS,Change of Environmental Chemical Exposures and Prevalence of Chronic Kidney Disease After Epidemiological Spread of SARS-CoV-2 (COVID-19)
NCT04679272,Completed,Observational,,"University Hospital, Montpellier",Other,1-Dec-20,1-Feb-21,30-Jan-21,COHORT,2000,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",,HOSPITALIZATION RATES FOR COVID-19,Prognostic Evaluation of COVID-19 in Rheumatoid Arthritis Patients : ProCOVRA
NCT04679350,Not yet recruiting,Interventional,Phase 2,"ImmuneMed, Inc.",Industry,21-Mar-21,21-Jul-21,21-Jun-21,TREATMENT,48,COVID,"KOREA, REPUBLIC OF",ALL,"19 Years and older   (Adult, Older Adult)",HZVSF-V13,CHANGES FROM BASELINE IN THE CLINICAL IMPROVEMENT SCORE ON AN 8-POINT SCALE AT DAY 21,"A Multi Center, Randomized, Double-blind, Parallel Design, Phase 2 Study to Evaluate the Efficacy and Safety of hzVSFv13 Compared to Standard of Care After Intravenous(IV) Administration With Add-on Standard of Care in COVID-19 Moderate to Severe Patients"
NCT04679415,Recruiting,Interventional,Phase 2,"ImmuneMed, Inc.",Industry,17-Dec-20,21-May-21,21-Apr-21,TREATMENT,63,COVID,INDONESIA,ALL,"18 Years and older   (Adult, Older Adult)",HZVSF-V13,CLINICAL FAILURE RATE AT DAY 28,"A Multi Center, Randomized, Double-blind, Parallel Design, Phase 2 Study to Evaluate the Efficacy and Safety of hzVSFv13 Compared to Standard of Care After Intravenous (IV) Administration With Add-on Standard of Care in COVID-19 Moderate to Severe Patients"
NCT04679428,Recruiting,Observational,,The University Clinic of Pulmonary and Allergic Diseases Golnik,Other,7-May-20,7-May-23,7-May-22,CASE-ONLY,230,COVID,SLOVENIA,ALL,"18 Years and older   (Adult, Older Adult)",,IMMUNOLOGICAL CHANGES DURING AND AFTER COVID-19 INFECTION,Immunological Characteristics of COVID-19 Patients and Determination of Neutralizing Antibodies Against SARS-CoV-2 Virus
NCT04679493,Not yet recruiting,Interventional,Phase 1,NP Therapeutics,Other,20-Dec-21,21-Feb-21,21-Feb-21,TREATMENT,16,COVID,RUSSIAN FEDERATION,MALE,18 Years to 45 Years   (Adult),XC7 100 MG SINGLE,NUMBER OF ADVERSE EVENTS (AES) PER TREATMENT ARM,"Double Blind, Randomized, Placebo-controlled Study of Safety, Tolerability, and Pharmacokinetics of Ascending Doses of XC7 After Single and Multiple Oral Administration in Healthy Volunteers"
NCT04679584,Recruiting,Observational,,University Hospital Schleswig-Holstein,Other,16-Nov-20,31-Dec-30,31-Dec-21,COHORT,2000,COVID,GERMANY,ALL,"18 Years and older   (Adult, Older Adult)",OBSERVATION OF DIFFERENT COURSES OF SARS-COV-2 INFECTION IN DIFFERENT PHASES (ACUTE VS. POST-ACUTE) AND SETTINGS,LONGTERM MORBIDITIES AND SEQUELS OF SARS-COV-2 INFECTIONS IN THE GENERAL POPULATION,COVIDOM: Longterm Morbidity of SARS-CoV-2 Infection and COVID-19 Disease - Consequences for Health Status and Quality of Life (NAPKON-POP)
NCT04679909,Recruiting,Interventional,Phase 1,"Altimmune, Inc.",Industry,21-Feb-21,22-Feb-21,22-Feb-21,PREVENTION,180,HEALTHY VOLUNTEERS,UNITED STATES,ALL,18 Years to 55 Years   (Adult),ADCOVID,REACTOGENICITY,"A Phase 1, Double-blind, Randomized, Placebo-controlled, First-in-Human Study of the Safety and Immunogenicity of AdCOVID Administered as One or Two Doses"
NCT04680819,Not yet recruiting,Observational [Patient Registry],,Ataturk University,Other,25-Dec-20,25-Jan-21,25-Jan-21,COHORT,50,COVID,,ALL,"18 Years to 65 Years   (Adult, Older Adult)",ANATOLIAN PROPOLIS,COVID-19 POSITIVE,Evaluation of the Effect of Anatolian Propolis on Covid-19 in Healthcare Professionals
NCT04680858,Enrolling by invitation,Interventional,Not Applicable,University of Ulm,Other,1-Jul-20,15-Feb-21,31-Jan-21,HEALTH SERVICES RESEARCH,500,ENDOSCOPY,GERMANY,ALL,"18 Years to 68 Years   (Adult, Older Adult)",DECT,COMMUNICATION ASSOCIATED ADVERSE EVENTS,Impact of Digital Enhanced Telecommunication for Team Communication in Endoscopic Procedures During COVID-19 Pandemic
NCT04680949,Recruiting,Interventional,Phase 3,Hellenic Institute for the Study of Sepsis,Other,23-Dec-20,20-Dec-21,20-Sep-21,TREATMENT,600,COVID,GREECE,ALL,"18 Years and older   (Adult, Older Adult)",ANAKINRA,COMPARISON OF THE DISTRIBUTION OF FREQUENCIES OF EACH SCORE OF A 5-SCALE PATIENT STATE EVALUATED FROM THE 11-POINT WHO CLINICAL PROGRESSION ORDINAL SCALE (CPS) BETWEEN THE TWO ARMS OF TREATMENT,"suPAR-Guided Anakinra Treatment for Validation of the Risk and Early Management of Severe Respiratory Failure by COVID-19: The SAVE-MORE Double-blind, Randomized, Phase III Confirmatory Trial"
NCT04681001,Recruiting,Interventional,Not Applicable,Marinomed Biotech AG,Industry,20-Dec-20,30-Jun-21,30-May-21,PREVENTION,300,RESPIRATORY VIRAL INFECTION,AUSTRIA,ALL,"18 Years to 70 Years   (Adult, Older Adult)",NASAL SPRAY,PRESENCE OF COVID-19 SYMPTOMS INCLUDING SYMPTOMS OF RESPIRATORY VIRAL INFECTION DOCUMENTED IN A DIARY,Clinical Trial to Evaluate the Efficacy of an Iota-Carrageenan Nasal Spray to Reduce Symptoms Caused by SARS-CoV-2 and Other Respiratory Viruses in Healthcare Workers Managing COVID-19 Patients
NCT04681040,Recruiting,Observational,,"National Center for Global Health and Medicine, Japan",Other,19-Dec-20,31-Aug-22,31-Mar-22,COHORT,1000,COVID,BRAZIL,ALL,"20 Years and older   (Adult, Older Adult)",,RISK STRATIFICATION OF COVID-19 PARTICIPANTS USING URINE BIOMARKERS,Monitoring of COVID-19 Using Urine POC Kit
NCT04681053,Recruiting,Interventional,Phase 3,Mansoura University,Other,25-Feb-21,31-Dec-21,30-Apr-21,TREATMENT,80,COVID,EGYPT,ALL,"18 Years to 80 Years   (Adult, Older Adult)",IVERMECTIN POWDER,RATE OF VIROLOGICAL CURE BY RT -PCR FOR COVID -19 USING IVERMECTIN WHEN COMPARED TO STANDARD TREATMENT,Efficacy and Safety of Inhaled Ivermectin in the Treatment of SARS-COV-2 (COVID-19)
NCT04681079,Not yet recruiting,Observational,,Theravance Biopharma,Industry,21-Jan-21,21-Feb-21,21-Feb-21,OTHER,10,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",ALBUTEROL SULFATE (MDI),VIRAL LOAD,"A 2-Period, Crossover Study to Assess the Impact of Nebulizer With Filtered Mouthpiece vs MDI With Spacer on Viral Load in Rooms of Subjects With Mild to Moderate COVID-19"
NCT04681092,Not yet recruiting,Interventional,Phase 1/Phase 2,University Medical Center Groningen,Other,18-Jan-21,30-Jun-21,30-Apr-21,PREVENTION,130,COVID,NETHERLANDS,ALL,18 Years to 55 Years   (Adult),AKS-452,SAFETY / TOLERABILITY,Anti-COVID19 AKS-452 Phase I/II VaccinaTion Study
NCT04681157,Recruiting,Observational,,"University Hospital, Strasbourg, France",Other,3-Apr-20,3-Apr-21,3-Apr-21,CASE-ONLY,300,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",,RETROSPECTIVE ANALYSIS OF DEMOGRAPHIC AND CLINICAL CHARACTERISTICS OF PATIENTS WITH SUSPECTED OR ALREADY CONFIRMED SARS-COV2 INFECTION WITH ANOSMIA AND / OR AGEUSIA,Retrospective Study on Anosmias and Ageusias Linked to Infection by SARS-Cov 2
NCT04681261,Completed,Observational,,Hacettepe University,Other,4-May-20,4-Jun-20,4-Jun-20,COHORT,699,COVID,TURKEY,ALL,"19 Years to 65 Years   (Adult, Older Adult)",THIS STUDY IS NOT AN INTERVENTION STUDY,OCCUPATIONAL BALANCE QUESTIONNAIRE,"Evaluation of Occupational Balance, Fear and Agoraphobia in Adults"
NCT04681365,Not yet recruiting,Observational,,Manchester University NHS Foundation Trust,Other,1-Feb-21,2-Jun-21,1-May-21,COHORT,66,COVID,,ALL,"18 Years to 70 Years   (Adult, Older Adult)",STAFF WILL WEAR AND EVALUATE BUBBLE-PAPR (NON-CE MARKED PAPR),THE PRIMARY ENDPOINT IS THAT PARTICIPATING STAFF RATE BUBBLE PAPR TO BE MORE COMFORTABLE THAN CURRENT PPE.,A Phase I Study of an 'In-house' Developed Prototype Powered Air Purifying Respirator (PAPR) for Use as Personal Protective Equipment (PPE) for Healthcare Workers (Bubble PAPR)
NCT04681430,Recruiting,Interventional,Phase 2,"Heinrich-Heine University, Duesseldorf",Other,8-Jan-21,21-Nov-21,21-May-21,TREATMENT,1094,CORONAVIRUS INFECTION,GERMANY,ALL,"18 Years and older   (Adult, Older Adult)",CONVALESCENT PLASMA,WHO ORDINAL COVID-19 SCALE UP TO DAY 28,Reconvalescent Plasma / Camostat Mesylate Early in Sars-CoV-2 Q-PCR (COVID-19) Positive High-risk Individuals
NCT04681755,Recruiting,Observational,,"University Hospital, Strasbourg, France",Other,19-May-20,19-May-21,19-May-21,CASE-ONLY,55,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",,RETROSPECTIVE ANALYSIS OF THE NEUROLOGICAL DISORDER AFTER SEVERE SARS-COV-2 INFECTION,Rehabilitation Required Due to Functional Neurological Impairment and Respiratory Disorders After Severe SARS-CoV-2 Infection in ICU Units
NCT04681859,Not yet recruiting,Interventional,Not Applicable,Bangladesh University of Engineering and Technology,Other,30-Dec-20,1-May-21,1-Apr-21,TREATMENT,40,COVID,BANGLADESH,ALL,18 Years to 60 Years   (Adult),HIGH FLOW NASAL OXYGEN (HFNO) TREATMENT,NUMBER OF VENTILATOR-FREE DAYS,Safety and Efficacy Evaluation of a Low-cost CPAP Device for Hypoxemic COVID-19 Patients: A Pilot Study
NCT04681950,Recruiting,Observational,,Biocerna LLC,Industry,24-Nov-20,31-Dec-20,30-Dec-20,CASE-ONLY,500,SUBJECTS POSSIBLY EXPOSED TO COVID,UNITED STATES,ALL,"Child, Adult, Older Adult",,MATCHING RESULTS FROM DIFFERENT COLLECTION TYPES,Assessment of Unsupervised Self-Collected Saliva Sample Compared to Clinician CollectedSaliva Sample and Clinician Collected Anterior Nares Sample in a COVID-19 and Influenza A/Influenza B Screening Program
NCT04682041,Recruiting,Interventional,Not Applicable,"Entera Health, Inc",Industry,22-Dec-20,30-Jun-21,30-Jun-21,TREATMENT,420,COVID,SPAIN,ALL,"18 Years and older   (Adult, Older Adult)",BOVINE PLASMA-DERIVED IMMUNOGLOBULIN CONCENTRATE,CHANGE IN PLASMA IL-6 LEVELS,"Randomized Open-Label Clinical Study Evaluating the Impact of EnteraGam, a Nutritional Intervention Containing Bovine Plasma-Derived Immunoglobulin CoNcentrate, on Clinical Outcomes In People With COVID-19"
NCT04682093,Enrolling by invitation,Observational,,European Society for Emergency Medicine (EUSEM) Research Network,Other,9-Mar-20,28-Feb-21,31-Jan-21,COHORT,8000,COVID,CROATIA,ALL,"18 Years to 130 Years   (Adult, Older Adult)",,HOSPITALIZATION,Risk Stratification of Patients With Suspected COVID-19 Presenting to the ED (EUROCOV Study)
NCT04682132,"Active, not recruiting",Observational,,Polk County Fire Rescue,Other,26-May-20,21-Jan-21,31-Dec-20,COHORT,686,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)","COVID-19 ANTIGEN AND ANTIBODY TESTS, AND INFLUENZA RAPID TEST",PREVALENCE OF COVID-19 AMONGST COUNTY EMERGENCY PERSONNEL,County-wide Emergency Personnel Assessment of COVID-19 and Influenza Status
NCT04682197,Not yet recruiting,Interventional,Not Applicable,Wake Forest University Health Sciences,Other,21-Apr-21,22-Apr-21,22-Apr-21,SUPPORTIVE CARE,100,HEALTH PERSONNEL,,ALL,"18 Years and older   (Adult, Older Adult)",CERESET RESEARCH,CHANGE IN IMPACT OF EVENT SCALE-REVISED (IES-R),Cereset Research To Reduce Stress And Anxiety In Healthcare Workers In The Time Of COVID-19
NCT04682548,Recruiting,Observational,,NYU Langone Health,Other,5-Jan-21,21-Dec-21,21-Dec-21,COHORT,1000,MULTIPLE SCLEROSIS,UNITED STATES,ALL,18 Years to 60 Years   (Adult),,SEROPOSITIVIE RATE AGAINST SARS-COV-2,"Estimating Prevalence of COVID-19 Infection and SARS-CoV-2 Antibodies in MS Patients With and Without Ocrelizumab Treatment, and Comparing Immune Responses to COVID-19 in MS Patients on Ocrelizumab and Healthy Controls"
NCT04682561,Not yet recruiting,Interventional,Not Applicable,Unity Health Toronto,Other,21-Jan-21,22-Feb-21,22-Jan-21,TREATMENT,40,STRESS,CANADA,ALL,"18 Years and older   (Adult, Older Adult)",SUPPORTIVE TRAUMA EXPOSURE PREPARATION PROGRAM,CHANGES FROM BASELINE TO POST-INTERVENTION (8 WEEKS) IN HEALTHCARE WORKER BURNOUT USING PROFESSIONAL QUALITY OF LIFE: COMPASSION SATISFACTION AND FATIGUE VERSION 5 (PROQOL) BURNOUT SUBSCALE,The STEP Program: Building Trauma Resilience Among Nurses and Personal Support Workers at Providence Healthcare During and Beyond the COVID-19 Pandemic
NCT04682574,Recruiting,Interventional,Not Applicable,University of Lahore,Other,2-Nov-20,10-Jan-21,30-Dec-20,TREATMENT,15,CORONAVIRUS INFECTION,PAKISTAN,ALL,"Child, Adult, Older Adult",VITAMIN C,PARTIAL PRESSURE OF OXYGEN IN ARTERIAL BLOOD TO FRACTION OF INSPIRED OXYGEN (P/F RATIO),Efficacy of Mega Dose Vitamin C in Critically Ill COVID-19 Patients
NCT04682873,Recruiting,Interventional,Phase 3,"Joint Stock Company ""Farmak""",Industry,15-May-20,1-Jul-21,1-Jun-21,TREATMENT,700,COVID DISEASE,UKRAINE,ALL,"18 Years to 99 Years   (Adult, Older Adult)",ENISAMIUM IODIDE,EFFICACY - TIME FROM DAY 1 (RANDOMIZATION AND TREATMENT START) TO CLINICAL CHANGE,"A Multi-centre, Double-blind, Randomised, Placebo-controlled, Trial to Assess the Efficacy and Safety of Amizon® Max, Manufactured by Farmak JSC, in Combination With Basic Treatment, in Subjects With Moderate Covid-19"
NCT04682912,Recruiting,Observational,,Mersin Training and Research Hospital,Other,30-Jan-21,21-Feb-21,21-Feb-21,COHORT,2000,COVID INFECTION,TURKEY,ALL,"1 Month to 18 Years   (Child, Adult)",,PATIENT MEDICAL FILES,ABO-Rh Blood Types and COVID-19 Infection in Children: Is There a Link?
NCT04683224,Not yet recruiting,Interventional,Phase 2/Phase 3,COVAXX,Industry,1-Feb-21,22-Mar-23,22-Mar-23,PREVENTION,7320,COVID,,ALL,"18 Years and older   (Adult, Older Adult)",UB-612,"THE INCIDENCE OF LOCAL REACTIONS, SOLICITED SYSTEMIC EVENTS, AES, MAAES, SAES AND AESIS","A Phase 2/3 Randomized, Multicenter, Double-Blind, Placebo Controlled, Dose-Response Study to Evaluate the Safety, Immunogenicity, and Efficacy of UB-612 Vaccine in Adults"
NCT04683328,Not yet recruiting,Interventional,Phase 2/Phase 3,Sinocelltech Ltd.,Industry,25-Feb-21,25-Nov-21,25-May-21,TREATMENT,560,COVID,,ALL,"18 Years and older   (Adult, Older Adult)",SCTA01,ALL-CAUSE MORTALITY RATE AT D29,"An Adaptive, Randomized, Double-blinded, Placebo-controlled, Phase II/III Trial of Monoclonal Antibody SCTA01 Against SARS-CoV-2 in Patients With Severe COVID-19 Admitted to High Dependence or Intensive Care Unit (MASP3 Trial)"
NCT04683484,Recruiting,Interventional,Phase 1/Phase 2,Nanogen Pharmaceutical Biotechnology Joint Stock Company,Industry,10-Dec-20,10-Aug-21,10-Jun-21,PREVENTION,620,COVID,VIETNAM,ALL,"12 Years to 75 Years   (Child, Adult, Older Adult)",NANOCOVAX,SOLICITED ADVERSE EVENTS,"Clinical Trials of Phase 1, 2 of Nanocovax Manufactured by Nanogen"
NCT04683744,Recruiting,Observational,,Indiana University,Other,21-Jan-21,23-Jul-21,23-Jul-21,OTHER,100,COLORECTAL CANCER SCREENING,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",SEMI-STRUCTURED INTERVIEWS-PATIENTS,"IDENTIFY FACILITATORS AND BARRIERS TO IMPLEMENTING DECISION AIDS, PROVIDER NOTIFICATIONS, AND PERSONAL RISK CALCULATION USING AN ELECTRONIC HEALTH RECORD TO PROMOTE COLORECTAL CANCER SCREENING.",Facilitators and Barriers to Cancer Screening: Stakeholder Perspectives on Implementation
NCT04684433,Recruiting,Observational,,Brugmann University Hospital,Other,14-Apr-20,31-Dec-20,31-Dec-20,COHORT,707,COVID,BELGIUM,ALL,"Child, Adult, Older Adult",DATA EXTRACTION FROM MEDICAL FILES,SURGERY CODE,Surgery in the Time of COVID-19 Pandemic
NCT04684446,Not yet recruiting,Interventional,Phase 1/Phase 2,AstraZeneca,Industry,16-Mar-21,16-Nov-21,16-Nov-21,PREVENTION,100,COVID,,ALL,"18 Years to 130 Years   (Adult, Older Adult)",AZD1222,INCIDENCE OF LOCAL AND SYSTEMIC SOLICITED AES FOR 7 DAYS POST EACH DOSE INCIDENCE OF UNSOLICITED AES FOR 28 DAYS POST EACH DOSE INCIDENCE OF SAES AND AESIS TO 28 DAYS POST SECOND DOSE,"A Phase I/II Open-label Randomized Study in Adults to Determine the Safety and Immunogenicity of AZD1222, a Non-replicating ChAdOx1 Vector Vaccine, Given in Combination With rAd26-S, Recombinant Adenovirus Type 26 Component of Gam-COVID-Vac Vaccine, for the Prevention of COVID 19"
NCT04684550,Not yet recruiting,Interventional,Phase 2/Phase 3,Hospital Universitario San Ignacio,Other,15-Feb-21,15-Aug-21,15-Jun-21,PREVENTION,556,SARS-COV INFECTION,,ALL,"18 Years to 80 Years   (Adult, Older Adult)",STABILIZED HYPOCHLOROUS ACID,PREVENTION OF INFECTION BY COVID19,Randomized Controlled Clinical Study (RCT) Phase 3 of the Safety and Efficacy of Hypochlorous Acid in the Prophylaxis of Healthcare Personnel at High Risk of Infection by SARS-CoV2 (COVID19) Versus Placebo
NCT04684602,Recruiting,Interventional,Phase 1/Phase 2,Thomas Advanced Medical LLC,Industry,9-Jul-20,9-Dec-30,9-Jul-30,TREATMENT,5000,AUTOIMMUNE DISEASES,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",PRIMEPRO™/ PRIMEMSK™,ASSESSMENT OF QUALITY OF LIFE (QOL) VIA 36-ITEM SHORT FORM SURVEY (SF-36) CHANGE FROM BASELINE AT 6 AND 12 MONTHS.,"Evaluation of the Safety, Tolerability and Efficacy of Regenerative Therapy for the Treatment of Various Chronic and Acute Conditions"
NCT04684615,Enrolling by invitation,Observational,,National Institute of Mental Health (NIMH),NIH,4-Mar-21,31-Jul-22,31-Jul-22,COHORT,1000,DEPRESSION,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",,"TO DESCRIBE THE RELATIONSHIP BETWEEN STRESSORS RELATED TO COVID-19, SELF-RATED MEASURES OF MENTAL HEALTH SYMPTOMS, AND DISTRESS AMONG A RANGE OF PARTICIPANTS INCLUDING VARIOUS PATIENT POPULATIONS AND HEALTHY VOLUNTEERS.",Mental Health Impact of the COVID-19 Pandemic on Amish and Mennonite Participants in AMBiGen
NCT04684836,Not yet recruiting,Observational,,Weill Medical College of Cornell University,Other,21-Feb-21,23-Dec-21,22-Apr-21,COHORT,216000,ASTHMA,UNITED STATES,ALL,"19 Years and older   (Adult, Older Adult)","EXPOSURE TO TELEMEDICINE, AFTER THE ONSET OF THE PANDEMIC",NUMBER OF AVOIDABLE EMERGENCY DEPARTMENT (ED) ADMISSIONS,Evaluating the Comparative Effectiveness of Telemedicine in Primary Care: Learning From the COVID-19 Pandemic
NCT04685213,Recruiting,Interventional,Phase 1,Baylor College of Medicine,Other,18-Aug-20,18-Aug-21,18-Aug-21,SUPPORTIVE CARE,20,COVID,UNITED STATES,ALL,"18 Years to 100 Years   (Adult, Older Adult)",ELECTRICAL STIMULATION,CHANGE IN MUSCLE FUNCTION,Electrical Stimulation Therapy for Preventing Hospital-acquired Weakness in Critically Ill COVID-19 Patients - A Proof of Concept Randomized Controlled Trial
NCT04685447,Recruiting,Interventional,Not Applicable,Universita degli Studi di Genova,Other,16-Mar-20,1-Mar-21,20-Apr-20,OTHER,30,COVID,ITALY,ALL,"18 Years and older   (Adult, Older Adult)",EXPANDED HEMODIALYSIS FOR COVID19 MAINTENANCE HEMODIALYSIS PATIENTS,"LONGITUDINAL CHANGES OF INTERLEUKIN-6 (IL-6), INTERLEUKIN-8 (IL-8), INTERLEUKIN-10 (IL-10), AND INTERFERON-GAMMA (IFN-Γ) PLASMA LEVELS DURING COVID19 IN HEMODIALYSIS PATIENTS",Inflammatory Cytokine Profile in Maintenance Hemodialysis Patients Affected by COVID-19: Effects of 2 Different Dialysis Strategies
NCT04685512,Recruiting,Interventional,Phase 2/Phase 3,"University Hospital, Caen",Other,18-Nov-20,1-Apr-21,1-Apr-21,TREATMENT,180,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",TENOFOVIR DISOPROXIL AND EMTRICITABINE,PHASE 2B: REDUCTION OF SARS-COV2 VIRAL LOAD ASSESSED BY CT PCR AT DAY-4 ADJUSTED ON CT PCR SARS-COV2 VIRAL LOAD AT BASELINE (ANCOVA),Effect of Tenofovir/Emtricitabine Short Course on Viral Clearance in Patients Recently Infected With SARS-COV2 (Covid-19) Not Requiring Hospitalization: a Phase IIB/III Multicenter Open-label Randomized Controlled Trial
NCT04685603,Recruiting,Interventional,Phase 1,Indonesia-MoH,Other,7-Dec-20,31-Jan-22,31-Jan-21,PREVENTION,27,COVID,INDONESIA,ALL,"18 Years and older   (Adult, Older Adult)",AV-COVID-19,FREQUENCY OF SOLICITED LOCAL AND SYSTEMIC REACTOGENICITY ADVERSE EVENTS (AES),"Adaptive Phase I Clinical Trial of Preventive Vaccine Consisting of Autologous Dendritic Cells Previously Incubated With S-protein From SARS-CoV-2, in Subjects Negative for COVID-19 Infection and Anti-SARS-CoV-2 Antibodies"
NCT04685629,Recruiting,Observational,,"University Hospital, Antwerp",Other,7-May-20,22-Dec-21,22-May-22,COHORT,50,COVID,BELGIUM,ALL,"18 Years and older   (Adult, Older Adult)",25 POST ICU-PATIENTS,HEALTH RELATED QUALITY OF LIFE (GENERAL WELL-BEING) QUESTIONNAIRE,Long-term Follow-up of Covid-19 Patients in Their Home Environment After Hospitalization in a Covid Department or Intensive Care Unit
NCT04685655,Recruiting,Interventional,Not Applicable,Heidelberg University,Other,7-Jan-20,31-Dec-22,31-Dec-21,TREATMENT,228,THERAPEUTIC PLASMA EXCHANGE,GERMANY,ALL,"18 Years to 85 Years   (Adult, Older Adult)",THERAPEUTIC PLASMA EXCHANGE,SURVIVAL,RescuE pLAsma eXchange in Severe COVID-19 (RELAX Severe COVID-19)
NCT04685681,Not yet recruiting,Interventional,Not Applicable,State University of New York at Buffalo,Other,1-Jan-21,31-Mar-21,31-Mar-21,PREVENTION,50,COVID,,ALL,"18 Years and older   (Adult, Older Adult)",HIKING CHALLENGE,FREQUENCY OF LOWER-RISK ACTIVITIES,Examining Adults' Activity Choices During COVID-19: The UB GO Study
